id,synthetic,archetype,validation_confidence,archetype_distance,gender,age,education,employment,field,location,bank,tenure,digital_services,digital_frequency,digital_satisfaction,chatbot_interaction,perceived_usefulness,adoption_readiness,barriers,trust_privacy_barrier,governance_need,q14_1_ai_knowledge,q14_2_service_quality,q14_3_ai_credit_eval,q14_4_chatbot_preference,q14_5_privacy_concern,q14_6_job_replacement,q15_1_personalized_app,q15_2_fraud_detection_trust,q15_3_free_ai_advice,q15_4_transparency,q15_5_faster_ai_bank,q15_6_human_verification,q15_7_overall_readiness,q16_1_personalized_app,q16_2_fraud_detection_trust,q16_3_free_ai_advice,q16_4_transparency,q16_5_faster_ai_bank,q16_6_human_verification,q16_7_overall_readiness,q17_1_lack_knowledge,q17_2_data_misuse,q17_3_human_preference,q17_4_inaccurate_decisions,q17_5_extra_costs,comment
50,True,Early Adopter,0.812,0.564,Preferoj te mos pergjigjem,46-55,Master,I/e punesuar,Shendetesi / Mjekesi,Elbasan,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Disa here ne jave,5,Po,3.667,4.5,2.667,3.333,3.5,4,4,3,5,2,2,4,4,5,3,4,3,5,4,4,5,3,4,3,5,2,3,3,5,1,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
51,True,Early Adopter,0.897,0.308,Femer,18-25,Bachelor,I/e punesuar,Tregti / Sherbime,Durres,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,4.0,4.5,3.333,3.333,4.0,4,3,5,3,3,4,4,4,5,5,4,4,5,4,4,5,5,4,4,5,2,4,5,3,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
52,True,Traditionalist,0.712,0.863,Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e dale ne pension,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Karta debiti/krediti per pagesa online,Disa here ne muaj,2,Jo,3.0,2.75,3.5,3.333,2.75,2,3,4,3,3,3,3,2,3,2,2,2,3,3,2,3,2,1,2,3,3,4,4,3,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
53,True,Cautious User,0.748,0.755,Femer,18-25,Bachelor,I/e punesuar,Tregti / Sherbime,Zone rurale,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Cdo dite,3,Po,3.667,2.0,3.833,4.333,4.25,3,5,3,3,5,4,1,3,3,4,2,5,2,1,3,2,4,2,5,2,4,5,3,3,3,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
54,True,Early Adopter,0.855,0.435,Mashkull,36-45,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Tirane,OTP Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,3,Po,5.0,4.75,4.0,3.667,4.25,2,5,5,5,3,4,5,5,5,4,5,5,4,5,5,5,3,5,5,4,4,5,4,3,5,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
55,True,Early Adopter,0.869,0.394,Mashkull,18-25,Bachelor,I/e punesuar,Tregti / Sherbime,Qytet tjeter,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon),Cdo dite,5,Po,4.667,4.5,2.833,3.667,3.75,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,5,4,5,4,4,2,3,2,3,2,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
56,True,Cautious User,0.865,0.404,Mashkull,26-35,Master,I/e dale ne pension,Shendetesi / Mjekesi,Vlore,Other,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Disa here ne jave,3,Nuk jam i/e sigurt,3.667,4.0,3.833,4.0,4.5,4,4,3,4,4,5,4,4,4,5,5,5,3,4,4,4,5,5,5,3,2,5,5,3,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
57,True,Traditionalist,0.732,0.803,Mashkull,26-35,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Vlore,Raiffeisen Bank,Mbi 5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,5,Po,3.333,1.0,3.667,3.667,3.75,4,4,3,1,4,3,1,3,1,4,1,4,1,1,3,1,4,1,4,1,4,4,4,3,3,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
58,True,Traditionalist,0.49,1.529,Mashkull,26-35,Bachelor,I/e papune,Finance / Banke / Sigurime,Shkoder,Other,Mbi 5 vjet,"E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Rralle ose kurre,3,Jo,3.0,3.75,2.5,2.0,2.5,2,4,2,3,3,3,4,3,4,4,3,3,4,4,3,3,4,3,2,4,3,2,3,1,3,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
59,True,Cautious User,0.748,0.755,Femer,55+,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Nuk jam i/e sigurt,3.667,2.0,4.0,4.333,4.25,4,5,3,1,5,5,1,3,3,4,3,5,1,1,3,3,4,3,5,1,3,4,3,4,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
60,True,Traditionalist,0.777,0.669,Femer,55+,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Elbasan,Credins Bank,3-5 vjet,Internet banking (permes kompjuterit/browserit),Disa here ne muaj,4,Po,3.0,2.5,3.167,3.0,3.5,2,1,5,1,4,4,3,3,2,4,3,5,2,3,3,2,4,3,5,2,3,3,3,2,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
61,True,Professional / Expert,0.803,0.592,Femer,36-45,Bachelor,I/e vetepunesuar,Finance / Banke / Sigurime,Durres,OTP Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Cdo dite,3,Po,3.333,4.25,3.167,4.0,4.5,4,3,3,4,4,4,3,4,5,5,4,5,5,3,4,5,5,4,5,5,1,4,2,4,4,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
62,True,Cautious User,0.669,0.993,Mashkull,18-25,Doktorature,I/e punesuar,Teknologji / IT,Tirane,OTP Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,2,Jo,2.667,2.0,3.667,3.667,4.25,3,3,2,2,3,3,4,3,1,4,2,5,1,4,3,1,5,1,5,1,1,4,5,4,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
63,True,Early Adopter,0.733,0.801,Mashkull,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Korce,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Jo,5.0,5.0,2.833,2.333,3.0,5,5,5,5,2,2,5,5,5,5,5,2,5,5,5,5,5,5,2,5,3,3,4,2,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
64,True,Early Adopter,0.765,0.705,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Qytet tjeter,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Po,4.333,4.5,3.5,4.333,4.75,4,5,3,5,4,1,4,5,5,5,4,5,5,4,5,5,4,3,5,5,2,4,3,5,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
65,True,Cautious User,0.761,0.718,Femer,18-25,Arsim i mesem (gjimnaz/profesional),Student/e,Shendetesi / Mjekesi,Zone rurale,Credins Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Po,4.667,3.5,4.167,4.333,3.75,4,5,5,5,5,5,4,4,3,3,4,4,3,4,4,3,3,4,4,3,4,3,3,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
66,True,Traditionalist,0.673,0.98,Femer,36-45,Bachelor,I/e vetepunesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Karta debiti/krediti per pagesa online,Rralle ose kurre,3,Jo,3.333,3.75,5.0,5.0,4.75,1,4,4,4,5,5,5,2,4,4,4,5,2,5,2,4,4,4,5,2,5,5,5,5,5,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
67,True,Early Adopter,0.738,0.786,Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Ndertim / Inxhinieri,Zone rurale,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Nuk jam i/e sigurt,3.667,5.0,2.333,2.333,3.25,4,4,3,5,2,3,5,4,5,5,5,3,5,5,3,5,5,5,3,5,1,2,2,3,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
68,True,Early Adopter,0.562,1.314,Mashkull,26-35,Bachelor,I/e vetepunesuar,Bujqesi,Vlore,Raiffeisen Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,4,Po,4.333,4.75,2.0,1.667,2.0,5,5,4,5,2,2,4,4,5,2,5,3,5,4,4,5,3,5,3,5,3,1,1,2,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
69,True,Early Adopter,0.702,0.895,Mashkull,36-45,Doktorature,I/e punesuar,Administrate publike,Qytet tjeter,BKT (Banka Kombetare Tregtare),3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,5,Jo,4.333,5.0,4.0,4.667,3.75,4,4,5,3,5,3,5,4,5,4,5,2,5,5,4,5,4,5,2,5,3,5,3,4,4,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
70,True,Cautious User,0.731,0.806,Femer,26-35,Master,I/e vetepunesuar,Tregti / Sherbime,Tirane,OTP Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Nje here ne jave,4,Nuk jam i/e sigurt,2.333,2.75,4.5,5.0,4.75,2,3,1,2,5,4,4,3,2,5,3,4,2,4,3,2,4,3,4,2,4,5,3,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
71,True,Early Adopter,0.863,0.411,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e dale ne pension,Bujqesi,Zone rurale,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Cdo dite,4,Jo,4.667,4.5,2.333,2.667,3.5,4,4,5,4,3,4,5,5,4,5,4,4,5,4,5,4,5,4,4,5,3,2,2,3,1,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
72,True,Cautious User,0.809,0.574,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Durres,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Po,4.0,4.25,3.333,4.0,4.25,3,5,4,3,4,5,5,3,4,5,4,4,4,5,3,4,5,4,4,4,1,4,5,4,2,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
73,True,Cautious User,0.882,0.355,Mashkull,26-35,Doktorature,I/e papune,Ndertim / Inxhinieri,Tirane,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Po,4.0,3.75,3.667,4.0,4.5,2,4,4,4,4,4,4,4,5,5,3,5,3,5,4,5,5,3,5,3,2,5,4,3,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
74,True,Cautious User,0.804,0.588,Femer,26-35,Bachelor,Student/e,Arsim,Qytet tjeter,OTP Bank,Mbi 5 vjet,Karta debiti/krediti per pagesa online,Disa here ne muaj,2,Po,2.667,3.5,4.833,5.0,4.75,4,2,2,3,5,5,4,4,2,5,4,4,4,5,4,2,5,4,4,4,4,5,5,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
75,True,Cautious User,0.779,0.664,Femer,26-35,Bachelor,I/e dale ne pension,Teknologji / IT,Tirane,Intesa Sanpaolo Bank,Mbi 5 vjet,"Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,4.0,2.75,3.5,3.667,4.0,3,4,3,3,4,5,3,5,3,5,3,4,2,3,5,4,4,3,4,3,2,4,3,3,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
76,True,Cautious User,0.728,0.817,Femer,26-35,Doktorature,I/e vetepunesuar,Shendetesi / Mjekesi,Durres,BKT (Banka Kombetare Tregtare),3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,4.667,3.25,3.667,3.667,3.75,3,5,4,2,5,4,4,5,4,4,2,5,3,4,5,4,4,2,5,3,3,3,3,3,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
77,True,Cautious User,0.841,0.478,Femer,46-55,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Qytet tjeter,Raiffeisen Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Po,3.667,2.5,3.833,4.333,4.5,3,5,3,2,5,5,3,3,3,5,3,5,1,3,3,3,5,3,5,1,2,5,3,3,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
78,True,Professional / Expert,0.776,0.671,Mashkull,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Qytet tjeter,Other,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,4,Po,5.0,5.0,3.167,3.667,4.25,5,5,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,4,2,4,5,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
79,True,Early Adopter,0.832,0.505,Femer,36-45,Master,Student/e,Arsim,Zone rurale,Credins Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon),Cdo dite,4,Po,4.333,3.75,3.5,3.333,3.5,5,5,3,3,4,3,3,5,4,4,4,4,4,3,5,4,4,3,4,4,3,3,4,3,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
80,True,Early Adopter,0.786,0.643,Femer,26-35,Bachelor,I/e vetepunesuar,Teknologji / IT,Qytet tjeter,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Jo,3.333,4.5,2.667,3.333,3.75,2,2,3,5,3,4,5,5,4,4,4,4,5,5,4,5,4,4,4,5,2,5,2,2,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
81,True,Cautious User,0.888,0.337,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e dale ne pension,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,4.0,3.25,4.333,5.0,5.0,4,5,3,4,5,5,3,4,4,5,2,5,4,3,4,4,5,2,5,4,4,5,4,5,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
82,True,Cautious User,0.909,0.273,Femer,55+,Arsim baze (9-vjecar),Student/e,Ndertim / Inxhinieri,Korce,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,2,Po,3.667,3.0,4.333,4.667,4.5,2,3,4,3,5,3,3,4,4,5,2,4,3,3,3,4,5,2,4,3,3,4,4,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
83,True,Traditionalist,0.773,0.68,Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Tirane,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon),Rralle ose kurre,3,Jo,1.333,2.5,3.833,4.0,3.75,1,1,1,1,4,4,2,2,3,4,3,3,2,2,2,3,4,3,3,2,5,5,3,3,3,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
84,True,Cautious User,0.668,0.995,Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Vlore,BKT (Banka Kombetare Tregtare),1-3 vjet,"Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,4.667,4.25,3.333,3.667,3.5,5,4,5,4,5,5,3,5,5,5,5,3,4,3,5,5,5,5,3,4,3,4,3,2,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
85,True,Cautious User,0.815,0.554,Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Bujqesi,Korce,Other,Mbi 5 vjet,Karta debiti/krediti per pagesa online,Disa here ne muaj,4,Jo,3.0,2.75,3.833,4.333,4.25,4,3,2,2,5,5,1,4,4,4,3,5,3,1,4,4,4,3,5,3,2,4,3,4,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
86,True,Professional / Expert,0.783,0.652,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Tirane,Raiffeisen Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,3,Jo,3.667,3.5,4.0,4.667,4.5,5,3,5,3,4,4,3,3,4,3,3,5,4,3,3,4,3,3,5,4,2,5,4,5,4,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
87,True,Cautious User,0.695,0.916,Femer,36-45,Master,I/e punesuar,Shendetesi / Mjekesi,Durres,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Po,2.0,3.75,4.667,5.0,5.0,3,2,2,3,5,5,3,2,5,5,3,5,4,3,2,5,5,3,5,4,3,5,5,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
88,True,Early Adopter,0.707,0.878,Femer,26-35,Arsim baze (9-vjecar),I/e punesuar,Tregti / Sherbime,Qytet tjeter,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Po,4.667,3.25,3.5,4.333,4.5,4,5,5,5,4,3,3,4,5,5,1,4,4,3,4,5,5,1,4,4,3,5,2,4,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
89,True,Cautious User,0.343,1.971,Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Tregti / Sherbime,Tirane,Intesa Sanpaolo Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Nje here ne jave,4,Jo,4.667,4.0,1.667,1.667,2.25,1,4,5,4,2,2,5,5,4,4,3,2,4,5,5,4,4,3,2,4,1,2,1,1,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
90,True,Cautious User,0.608,1.177,Femer,18-25,Master,I/e papune,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Po,2.333,3.25,3.0,3.333,3.25,1,2,3,2,3,3,2,2,4,4,3,2,4,2,2,4,5,3,2,4,1,4,4,3,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
91,True,Early Adopter,0.758,0.725,Femer,18-25,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Tirane,Intesa Sanpaolo Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,4,Nuk jam i/e sigurt,3.333,4.0,3.333,3.667,3.75,4,3,3,5,3,5,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
92,True,Cautious User,0.781,0.657,Femer,18-25,Arsim i mesem (gjimnaz/profesional),Student/e,Ndertim / Inxhinieri,Elbasan,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Po,3.667,3.5,3.667,3.667,3.75,2,3,4,4,4,5,3,4,4,3,2,5,5,3,4,4,2,2,5,5,3,4,3,3,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
93,True,Traditionalist,0.847,0.46,Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Tirane,Credins Bank,Mbi 5 vjet,Internet banking (permes kompjuterit/browserit),Disa here ne muaj,3,Po,3.0,1.75,4.667,4.667,4.25,3,3,3,1,5,5,2,3,1,4,2,4,2,1,4,2,4,2,4,2,4,4,5,5,5,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
94,True,Early Adopter,0.808,0.577,Femer,46-55,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Qytet tjeter,Credins Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,3,Jo,4.667,4.25,3.0,3.667,3.25,4,5,4,5,4,4,3,5,5,3,4,3,5,3,5,5,3,4,3,5,3,3,2,4,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
95,True,Early Adopter,0.769,0.693,Mashkull,46-55,Master,I/e punesuar,Teknologji / IT,Elbasan,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,5,Po,4.667,3.25,2.667,3.333,3.5,5,5,4,3,4,5,2,5,3,5,5,3,3,2,4,4,5,4,3,2,1,2,3,4,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
96,True,Traditionalist,0.804,0.587,Femer,26-35,Bachelor,I/e dale ne pension,Tregti / Sherbime,Korce,OTP Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne muaj,2,Jo,3.333,3.0,3.833,3.667,3.75,2,3,3,4,5,3,4,4,2,4,3,5,3,4,4,2,5,4,5,3,4,4,4,2,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
97,True,Cautious User,0.722,0.833,Mashkull,26-35,Master,I/e vetepunesuar,Teknologji / IT,Qytet tjeter,Raiffeisen Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,4,Nuk jam i/e sigurt,4.333,3.25,2.833,3.333,3.75,2,4,4,3,4,4,4,5,4,4,2,5,3,4,5,3,4,2,5,3,1,2,5,4,1,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
98,True,Cautious User,0.818,0.547,Femer,36-45,Arsim i mesem (gjimnaz/profesional),Student/e,Shendetesi / Mjekesi,Shkoder,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Karta debiti/krediti per pagesa online,Disa here ne jave,5,Jo,4.667,3.75,3.333,4.667,4.5,3,5,5,3,5,4,3,4,3,5,4,4,5,3,4,3,4,4,5,5,2,5,2,4,2,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
99,True,Professional / Expert,0.736,0.791,Mashkull,26-35,Bachelor,Student/e,Teknologji / IT,Qytet tjeter,BKT (Banka Kombetare Tregtare),3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,5,Jo,3.0,3.5,3.667,4.333,5.0,3,2,2,4,3,3,4,5,4,5,3,5,3,4,5,4,5,3,5,3,2,5,4,5,3,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
100,True,Early Adopter,0.612,1.163,Femer,26-35,Bachelor,I/e papune,Arsim,Zone rurale,Other,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Nuk jam i/e sigurt,5.0,5.0,1.833,1.667,2.5,4,5,5,4,2,1,5,5,5,4,5,3,5,5,5,5,5,4,3,5,1,1,2,2,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
